ID_0,NAME_0,ID_1,NAME_1,OCCUPANCY,BUILDINGS,TOTAL_AREA_SQM,AVG_BUILDING_AREA_SQM
THA,Thailand,AREA # TH57,Chiang Mai,Res,74525,24331882.93346303,326.49
THA,Thailand,AREA # TH57,Chiang Mai,Com,16931,10201957.496918105,602.56
THA,Thailand,AREA # TH57,Chiang Mai,Other,4735,4380534.03355122,925.14
THA,Thailand,AREA # TH57,Chiang Mai,Ind,208,122303.10377594,588.0
THA,Thailand,AREA # TH57,Chiang Mai,Agr,84,22640.8682164,269.53
